pmid,doi,title,journal,pub_year,abstract,pdf_download_status
39676638,10.1111/clr.14391,Influence of Implant Component Materials on Peri-Implant Soft Tissue Healing: A Comparative Histological and Immunohistochemical Study in Humans.,Clinical oral implants research,2025,"Recently, the importance of peri-implant soft tissue integration quality has been recognised as an essential factor in the long-term success of dental implant rehabilitation. The aim of this study was to explore the influence of three materials commonly used in implant dentistry, namely titanium (Ti), dental adhesive resin (Re) and polyetheretherketone (PEEK), on the peri-implant soft tissues. In this clinical randomised comparative study, 37 bone-level implants were placed, and experimental transmucosal healing abutments made of different materials were randomly assigned to each implant. These abutments were removed together with the surrounding soft tissues after 8 weeks. Immunohistochemical analyses were performed to determine the presence and localisation of different immune cells. In addition, clinical and radiographic data were collected and peri-implant bone remodeling was assessed. Compared to the Ti and PEEK groups, Re abutments revealed a higher infiltration of macrophages in the connective tissue (p = 0.04) and neutrophils in the adjacent epithelium (p = 0.03). In the Re abutments, peri-implant bone remodeling was higher compared to the other groups (p = 0.01). The use of resin material as a transmucosal healing abutment should be carefully considered as it was associated with a higher presence of inflammatory cells at 8 weeks post-implantation as well as superior bone remodeling compared to PEEK and Ti.",
39641983,10.1111/clr.14389,Effect of CAD/CAM Abutment Morphology on the Outcomes of Implant Therapy: A Randomized Controlled Trial.,Clinical oral implants research,2025,"Variations in transmucosal abutment contour design may affect the outcomes of implant therapy. This randomized controlled trial was primarily aimed at testing the effect that CAD/CAM zirconia abutments with either a concave or linear divergent transmucosal morphology have on peri-implant mucosal dynamics and indicators of peri-implant health at 1 year after final implant-supported prosthesis insertion in the anterior maxilla. Following computer-guided implant placement and osseointegration, eligible subjects were randomized into either the experimental (concave morphology) or the control (linear divergent morphology) group. A comprehensive set of outcomes of interest related to peri-implant soft tissue dynamics, phenotypical features, and indicators of peri-implant health were assessed at different time points over a 1-year period after insertion of the final restoration. Out of 60 initially recruited subjects, a total of 54 completed the study (n = 29 in the experimental group concave/n = 25 in the control group). Overall implant survival and restoration rates between master impression and 12 months were 100% and 98.2%, respectively. Although a trend for coronal migration of the buccal mucosa zenith, gain in mucosal thickness, and increased probing depth and bleeding on probing was observed in both groups, these changes were clinically negligible, and no substantial differences were observed between study groups regardless of variations in transmucosal abutment morphology. The use of either linear divergent or concave custom CAD/CAM zirconia abutments in a screw-retained, delayed loading approach yielded no significant differences.",
39090529,10.1111/jre.13328,Characterization of oral biomarkers during early healing at augmented dental implant sites.,Journal of periodontal research,2025,"The aim of this study is to assess early wound healing expression of local angiogenic biomarkers following connective tissue graft (CTG) at dental implant sites. Twenty-eight subjects with single dental implants exhibiting a soft tissue dehiscence were included and randomly treated with CTG, either with coronally advanced flap (CAF) or with tunnel technique (TUN). Peri-implant crevicular fluid (PICF) was collected at the midfacial and midlingual aspect of the implant sites at baseline and at 3, 7, 14, 30, and 90 days after the surgical intervention. The expression of angiogenin (ANG), fibroblast growth factor-2 (FGF-2), platelet-derived growth factor (PDGF), tissue inhibitor of metalloproteinases-2 (TIMP-2), and vascular endothelial growth factor (VEGF) was investigated over a period of 3 months. Patient-reported outcomes, clinical measurements, and ultrasonography scans at multiple time points were also evaluated. The longitudinal regression revealed a significant difference in the expression of VEGF and TIMP-2 between CAF- and TUN-treated sites over 3 months (p = .033 and p = .004, respectively), whereas no significant differences were observed for ANG, FGF-2 and PDGF between the two groups. At 7 days, a direct correlation was observed between ANG levels and ultrasonographic color velocity in the CAF group (p < .001) and between ANG levels and ultrasonographic color power in the TUN group (p = .028). VEGF levels and ultrasonographic mean perfused area of the CTG were significantly correlated at the 7-day time point (p < .001 for both CAF and TUN). The expression of VEGF at 7 days was directly associated with mucosal thickness gain at 1 year (p < .001 for both groups). Early TIMP-2 expression showed an inverse correlation with time to recovery (p = .002). TIMP-2 levels at 3 months exhibited inverse correlations with mean dehiscence coverage (p = .004) and the rate of complete dehiscence coverage (p = .012). PICF biomarkers can be used to monitor early wound healing events following soft tissue grafting at implant sites. VEGF and TIMP-2 showed correlations with the 1-year clinical and volumetric outcomes, as well as with post-operative patient-reported outcomes and Doppler Ultrasonographic tissue perfusion-related parameters.",
38788137,10.11607/jomi.10943,Morphometric Comparison of Two Implants with Different Macrogeometries Placed Immediately in the Anterior Maxilla-A Randomized Clinical Trial with up to 6 Months of Follow-up.,The International journal of oral & maxillofacial implants,2025,"To compare the morphometric results of immediate implants with a cylindrical (conventional) or triangular neck placed in Type 1C sockets in the anterior maxilla, with 6 months of osseointegration. This prospective randomized clinical trial comprised 20 individuals randomly assigned to each group (10 triangular-neck implants and 10 cylindrical-neck implants). Consecutively, direct measurements were performed: before (T-1) and after (T0) tooth extraction, after implant placement (T1), after 1 month of submerged implant healing (T2), when placing the healing abutment (T3), after placing the definitive crown (T3c), and after 6 months of osseointegration (T4). A significant difference in the buccal cortical thickness was identified between T1 and T3 (0.49 ± 0.86 mm). Although there was a significant increase in the buccal cortical thickness in both implants, this increase was greater for the triangularneck implants (0.08 ± 0.59 mm for cylindrical vs 0.90 ± 0.91 mm for triangular). It was also observed that implants placed below the buccal bone crest (≤ -1 mm) promote less vertical buccal bone loss than implants placed ≥ -1 mm, at crest level (-0.65 ± 0.52 mm vs -1.42 ± 0.86 mm, respectively). This observation needs to be further investigated in additional studies. The triangular-neck implants showed an increase in the cortical buccal thickness compared to the cylindrical implants. However, this increase does not fully compensate the remodeling after tooth loss.",
38728147,10.11607/jomi.10947,Does Implant Placement Below the Ridge Reduce Crestal Bone Loss? A Split-Mouth Randomized Controlled Clinical Trial.,The International journal of oral & maxillofacial implants,2025,"To evaluate the extent of crestal bone loss (CBL) at 2, 12, 36, and 60 months in implants placed with the shoulder at the equicrestal level and 2 mm below the alveolar ridge. A split-mouth randomized controlled clinical trial was conducted by selecting subjects with a Kennedy Class IV partially edentulous mandible. Two implants of equal length and diameter were inserted, one equicrestal and the other subcrestal, in the lateral incisor sites. Using Rinn centering devices, intraoral periapical radiographs were taken at implant insertion (T0) and at 2 (T1), 12 (T2), 36 (T3), and 60 months (T4). Descriptive statistics and t test were used, with P ≤ .05 considered statistically significant. Twentyfive patients were recruited, with a mean age of 65 ± 9.88 years (range: 42 to 82 years), and none dropped out. A total of 50 implants were inserted, 25 at the crestal level and 25 at the subcrestal level. At the 60-month follow-up, no implant or prosthetic failure was recorded. An average CBL of 0.81 ± 0.40 mm (range: 0.1 to 1.6 mm) was recorded in the crestal implant group, while the subcrestal implants had an average CBL of 0.87 ± 0.41 mm (range: 0.2 to 2 mm); however, the higher CBL in the subcrestal group was not statistically significant (P = .65). Comparing the mean CBL of both groups at the various follow-ups, greater crestal bone resorption was recorded in subcrestal implants between T0 and T1 (0.25 vs 0.1 mm) and between T1 and T2 (0.39 vs 0.23 mm), while in subsequent follow-ups, a greater and statistically significant (P = .01) CBL was recorded in equicrestal implants between T3 and T4 (0.05 vs 0.18 mm). Thus, over time, the extent of CBL seems to be reduced in subcrestal implants, with bone retention above the implant shoulder. Although the position of the implant shoulder relative to the crestal ridge does not affect the CBL, subcrestal placement is recommended in order to reduce the risk of exposing the rough implant surface.",
39980395,10.1111/cid.70013,A Randomized Controlled Trial on the Timing of Soft Tissue Augmentation in Immediate Implant Placement: Soft Tissue Changes and Esthetic Outcome.,Clinical implant dentistry and related research,2025,"To assess the impact of the timing of soft tissue augmentation on soft tissue changes and esthetic outcome following single immediate implant placement (IIP) in the anterior maxilla. Patients with a failing tooth and intact buccal bone wall in the anterior maxilla (15-25) were enrolled in this RCT. Following single IIP and socket grafting, they were randomly allocated to the control group (immediate soft tissue augmentation performed in the same surgical procedure-ISTA) or the test group (delayed soft tissue augmentation performed 3 months later-DSTA). Implants were placed with a surgical guide and immediately restored with an implant-supported provisional crown. Changes in soft tissue dimensions were assessed by a blinded clinician using superimposed STL files taken prior to surgery and at 1-year follow-up. The esthetic outcome was rated by a blinded clinician and the patient at 1-year follow-up. The study adhered to the STA-COSM (Soft Tissue Augmentation-Core Outcome Set and Measurements for implant dentistry trials) guidelines. Twenty patients were randomized to each group (control: 16 females, 4 males, mean age 57.6; test: 9 females, 11 males, mean age 54.2). The mean change in buccal soft tissue profile was -0.251 and 0.083 mm for ISTA and DSTA, respectively. The mean difference of -0.318 mm in favor of DSTA was not significant (95% CI: -0.860 to 0.224, p = 0.241). Median midfacial recession was -0.200 and - 0.350 mm for ISTA and DSTA, respectively. The median difference of 0.200 mm in favor of ISTA was not significant (95% CI: -0.210 to 0.700, p = 0.311). Mesial and distal papillary recession, Pink Esthetic Score and patients' esthetic satisfaction failed to demonstrate a significant difference between the groups. In patients with an intact buccal bone wall, the timing of soft tissue augmentation following IIP had no significant impact on soft tissue changes and esthetic outcome. ClinicalTrials.gov: NCT05537545.",
39823242,10.1111/cid.13437,Bioceramics for Guided Bone Regeneration: A Multicenter Randomized Controlled Trial.,Clinical implant dentistry and related research,2025,"To compare the clinical effectiveness of a novel bioceramic (BC) with a control xenograft (BO) for guided bone regeneration (GBR) performed simultaneously with implant placement. This clinical study enrolled patients with insufficient bone volume who required GBR during implant placement to increase bone width using either BC or BO. Outcome measures included a dimensional reduction in buccal bone thickness measured by cone beam computed tomography performed immediately post-surgery and at 6 months postoperatively (ΔHBBT), soft tissue healing at 14 days, 1 month, and 6 months postoperatively, and complications rates. The primary outcome was the change in buccal bone thickness around the implant. Of the total 152 patients included, 76 from each group received BC and BO treatments. The ΔHBBT in BC and BO groups were -0.276 mm (-0.432, -0.121) and -0.614 mm (-0.769, -0.459) mm, respectively, rejecting the null hypothesis. No significant difference in soft tissue healing was observed between the two groups, with no inflammatory changes in 96.05% and 90.79% of the BC and BO groups, respectively, at 2 weeks postoperatively. However, the BC group exhibited a lower overall complication rate (3.95%), including mild inflammation, poor soft tissue healing, and bone graft extrusion in 3 out of 76 patients. Both BC and BO demonstrated favorable outcomes in bone regeneration and soft tissue healing when used for simultaneous implant placement and bone augmentation.",
39757749,10.1002/cre2.70065,"Randomized, Placebo-Controlled Pilot Study of Naproxen During Dental Implant Osseointegration.",Clinical and experimental dental research,2025,"Nonsteroidal anti-inflammatory drugs (NSAIDs) are often prescribed following the placement of dental implants, but the effects of these drugs on the osseointegration process are poorly understood. We designed a randomized, placebo-controlled pilot study to quantitatively assess the effect of NSAIDs during early implant osseointegration. Subjects receiving a maxillary dental implant were randomized to take naproxen or placebo for 7 days after the surgery. Implant osseointegration was quantified using Resonance Frequency Analysis device. Implant-Stability-Quotient (ISQ) measurement was performed at the time of surgery and at follow-up visits 1, 4, and 16 weeks after surgery. Periapical radiographs were taken to measure the marginal bone level. Separately, a questionnaire of NSAIDs usage was provided to subjects presenting with early implant failure. After 4 weeks, ISQ values increased modestly ( + 1%) in subjects receiving naproxen whereas subjects receiving placebo had a much larger increase in ISQ value (+41%). We observed 55% more marginal bone loss at 4 weeks, and 52% at 16 weeks in the naproxen group compared to the placebo group. These results were not found to have statistically significant between groups (p ≥ 0.05). These effect sizes and variance were used to conduct a power analysis to determine the necessary sample size for future studies. Furthermore, our separate questionnaire study revealed that 68% of our patients with early failed dental implants reported a history of NSAIDs usage after the surgery. In conclusion, this pilot study provides effect sizes and sample size estimates for future studies to definitively determine recommendations regarding NSAID usage following dental implant surgery. Nonetheless, our study did not observe any statistically significant differences in ISQ value or marginal bone loss after up to 16 weeks of follow-up between subjects from naproxen and placebo groups.",
39429193,10.1111/clr.14372,Does Injectable Platelet-Rich Fibrin Combined With Autogenous Demineralized Dentine Enhance Alveolar Ridge Preservation? A Randomized Controlled Trial.,Clinical oral implants research,2025,"The present trial evaluated the first-time application of autogenous demineralized dentin graft with injectable platelet-rich fibrin (ADDG + i-PRF) versus autogenous demineralized dentin graft (ADDG), in alveolar ridge preservation (ARP) in the maxillary aesthetic zone. Twenty-two maxillary (n = 22) non-molar teeth indicated for extraction were randomized into two groups (n = 11/group). Extracted teeth were prepared into ADDG, implanted into extraction sockets with or without i-PRF amalgamation and covered by collagen sponge. Cone-beam computed tomography scans at baseline and 6 months were compared to assess ridge-dimensional changes. Keratinized tissue width, patient satisfaction, pain score and chair time were recorded. In the course of dental implant placements at 6 months, bone core biopsies of engrafted sites were obtained and analysed histomorphometrically. Reduction in ridge width was 1.71 ± 1.08 and 1.8 ± 1.35 mm, while reduction in ridge height was 1.11 ± 0.76 and 1.8 ± 0.96 mm for ADDG + i-PRF and ADDG, respectively (p > 0.05). Significant differences in keratinized tissue width reduction were notable between ADDG + i-PRF and ADDG (0.12 ± 0.34 and 0.58 ± 0.34 mm respectively; p = 0.008). Postoperative pain scores were significantly lower in ADDG + i-PRF (p = 0.012). All patients in the two groups were satisfied with no differences in chair time (p > 0.05). No differences in total percentage area of newly formed bone, soft tissue or graft particles were observed between the groups (p > 0.05). ADDG alone or in combination with i-PRF yields similar results regarding ARP clinically, quality of the formed osseous tissues, as well as patients' satisfaction. Yet, the addition of i-PRF to ADDG tends to preserve the keratinized tissue and lessen postoperative pain.",
39400972,10.1111/clr.14370,One-Piece Versus Two-Piece Abutments for Single Crowns in the Esthetic Zone: A Clinical Trial.,Clinical oral implants research,2025,"To evaluate whether a two-piece abutment is equivalent to a one-piece in peri-implant esthetics, patients' satisfaction, and oral health-related quality of life (OHRQOL) for implant-supported anterior single crown placement. Thirty implants were allocated sequentially: 15 in the one-piece abutment group (OP) and 15 in the two-piece abutment group (TP). Peri-implant esthetics were evaluated by the pink esthetic score (PES) at temporary crown insertion (T1), after tissue conditioning (T2), and at 30 days after the final crown insertion (T3). OHRQOL was measured using the OHIP-14 and satisfaction was evaluated using the visual analog scale (VAS) at baseline, T1, and T3. Treatment was considered equivalent if the 95% coefficient interval (CI) for mean difference in PES was between -1.5 and +1.5 points. Statistical analysis was performed using Mann-Whitney, SPANOVA, and Student's t-test, with Sidak's posttest, adopting p < 0.05. No differences were found between the groups for any variable and during follow-up. A significant increase in OHRQOL and satisfaction was observed at T3, when compared to baseline (p < 0.05) for both groups. Significant improvements in peri-implant esthetics were also observed throughout the treatment, particularly after tissue conditioning (p < 0.05). Primary and secondary outcomes were evaluated for equivalence, and both abutment types were considered equivalent following the insertion of the temporary crowns. Two-piece abutment was equivalent to one-piece abutment for peri-implant esthetics, quality of life, or the satisfaction of patients rehabilitated with metal-free single crowns. Tissue conditioning and final crown insertion appear to play a role in improving these outcomes.",
39853624,10.1186/s40729-025-00591-0,"Treatment of peri-implant mucositis using an Er:YAG laser or an ultrasonic device: a randomized, controlled clinical trial.",International journal of implant dentistry,2025,"The study assessed the clinical outcomes following treatment of peri-implant mucositis using Er:YAG laser or an ultrasonic device over six months. Patients' experience of pain, aesthetics, and Quality of life were further assessed. One dental implant, per included patient, diagnosed with peri-implant mucositis underwent treatment with an Er:YAG laser (test) or an ultrasonic scaler (control) randomly. Treatments were performed at baseline and months three and six. At each session, oral hygiene was instructed after plaque registration, and the patient was guided in proper cleaning technique using a toothbrush and interproximal aids as needed. Full mouth bleeding on probing (FMBoP), full mouth plaque score (FMPS), implant bleeding on probing (BoP), implant mean graded bleeding (mBI), implant probing pocket depts (PPD), implant suppuration and bone levels were assessed. Oral health-related Quality of life (OHQoL) and visual analog scales (VAS), which reflect aesthetic satisfaction and pain of the treatment, were also evaluated. Forty-six patients were included. FMBoP was significantly reduced from 30.1 to 21.5% (test) (p < 0.001) respectively from 35.0% to 30% (control) (p < 0.01). FMPS showed significant reduction from 61.5 to 32.7% (test) (p < 0.001) and from 58.7 to 39.1% (control) (p < 0.001). At the implant BoP reduced from 89.0 to 55.7% (test) (p < 0.001) respectively from 94.9 to 63.7% (control) (p < 0.001). mBI was reduced from 1.3 to 0.6 (test) (p < 0.01) and from 1.9 to 0.8 (control) (p < 0.001). Distribution of ""no bleeding"" increased from 13 to 61% (test) (p < 0.05) and from 0 to 35% (control) (p < 0.05). At month three, statistically significant intergroup differences were shown for PPD ≥ 4 mm with 43.5% (test) respectively 73.9% (control) (p < 0.05). At month six, statistically significant intergroup differences, were shown for FMBoP 21.5% (test) respectively 30% (control) (p < 0.05) and for plaque score at the implant 4.0% (test) respectively 26% (control) (p < 0.05). Less pain was reported in the laser group at three days 0.08 (test) respectively 0.2 (control) (p < 0.05). Treatment of peri-implant mucositis was effective regardless of whether the treatment was performed with an Er:YAG laser or an ultrasonic scaler. Fewer diseased sites were diagnosed at six months following laser treatment. Registered at www. gov : study no, NCT05772299.",
